Tanggal,Deskripsi,Jumlah (Rp),Kategori,Sub-kategori,Metode Pembayaran,Catatan
2024-01-04,Pembayaran Belanja,43477.0,Pengeluaran,Belanja,Kartu Kredit,
2024-01-04,Pembayaran Kesehatan,258012.0,Pengeluaran,Kesehatan,Transfer Bank,
2024-01-04,Pembayaran Belanja,43477.0,Pengeluaran,Belanja,Kartu Kredit,
2024-01-04,Pembayaran Kesehatan,258012.0,Pengeluaran,Kesehatan,Transfer Bank,
2024-01-04,Pembayaran Lainnya,200885.0,Pengeluaran,Lainnya,Tunai,
2024-01-02,Pembayaran Lainnya,319089.0,Pengeluaran,Lainnya,E-Wallet,
2024-01-02,Pembayaran Lainnya,270294.0,Pengeluaran,Lainnya,Debit,
2024-01-02,Pembayaran Lainnya,319089.0,Pengeluaran,Lainnya,E-Wallet,
2024-01-02,Pembayaran Lainnya,270294.0,Pengeluaran,Lainnya,Debit,
2024-01-01,Pembayaran Hiburan,127168.0,Pengeluaran,Hiburan,Transfer Bank,
2024-01-01,Gaji Bulanan,7000000.0,Pendapatan,Gaji,Transfer Bank,
2024-01-01,Gaji Bulanan,7000000.0,Pendapatan,Gaji,Transfer Bank,
2024-01-01,Pembayaran Hiburan,127168.0,Pengeluaran,Hiburan,Transfer Bank,
2024-01-01,Pembayaran Belanja,446631.0,Pengeluaran,Belanja,E-Wallet,
2024-01-01,Pembayaran Belanja,446631.0,Pengeluaran,Belanja,E-Wallet,
2023-12-30,Pembayaran Belanja,58333.0,Pengeluaran,Belanja,Debit,
2023-12-30,Pembayaran Belanja,485289.0,Pengeluaran,Belanja,E-Wallet,
2023-12-30,Pembayaran Belanja,58333.0,Pengeluaran,Belanja,Debit,
2023-12-30,Pembayaran Belanja,485289.0,Pengeluaran,Belanja,E-Wallet,
2023-12-28,Pembayaran Transportasi,439247.0,Pengeluaran,Transportasi,Transfer Bank,
2023-12-28,Pembayaran Transportasi,439247.0,Pengeluaran,Transportasi,Transfer Bank,
2023-12-26,Pembayaran Hiburan,81064.0,Pengeluaran,Hiburan,Debit,
2023-12-26,Pembayaran Transportasi,168147.0,Pengeluaran,Transportasi,E-Wallet,
2023-12-26,Pembayaran Transportasi,187686.0,Pengeluaran,Transportasi,Tunai,
2023-12-26,Pembayaran Transportasi,168147.0,Pengeluaran,Transportasi,E-Wallet,
2023-12-26,Pembayaran Transportasi,187686.0,Pengeluaran,Transportasi,Tunai,
2023-12-26,Pembayaran Hiburan,81064.0,Pengeluaran,Hiburan,Debit,
2023-12-25,Pembayaran Kesehatan,483894.0,Pengeluaran,Kesehatan,Debit,
2023-12-25,Pembayaran Belanja,128670.0,Pengeluaran,Belanja,Kartu Kredit,
2023-12-25,Pembayaran Kesehatan,483894.0,Pengeluaran,Kesehatan,Debit,
2023-12-25,Pembayaran Belanja,128670.0,Pengeluaran,Belanja,Kartu Kredit,
2023-12-22,Pembayaran Belanja,268580.0,Pengeluaran,Belanja,Debit,
2023-12-22,Pembayaran Belanja,268580.0,Pengeluaran,Belanja,Debit,
2023-12-20,Pembayaran Hiburan,448082.0,Pengeluaran,Hiburan,Kartu Kredit,
2023-12-20,Pembayaran Hiburan,448082.0,Pengeluaran,Hiburan,Kartu Kredit,
2023-12-19,Pembayaran Lainnya,77166.0,Pengeluaran,Lainnya,Transfer Bank,
2023-12-19,Pembayaran Lainnya,77166.0,Pengeluaran,Lainnya,Transfer Bank,
2023-12-18,Pembayaran Belanja,246786.0,Pengeluaran,Belanja,Kartu Kredit,
2023-12-18,Pembayaran Makanan,347141.0,Pengeluaran,Makanan,Transfer Bank,
2023-12-18,Pembayaran Makanan,77865.0,Pengeluaran,Makanan,Debit,
2023-12-18,Pembayaran Belanja,246786.0,Pengeluaran,Belanja,Kartu Kredit,
2023-12-18,Pembayaran Makanan,347141.0,Pengeluaran,Makanan,Transfer Bank,
2023-12-18,Pembayaran Makanan,77865.0,Pengeluaran,Makanan,Debit,
2023-12-17,Pembayaran Makanan,441123.0,Pengeluaran,Makanan,Tunai,
2023-12-17,Pembayaran Belanja,155599.0,Pengeluaran,Belanja,Kartu Kredit,
2023-12-17,Pembayaran Makanan,441123.0,Pengeluaran,Makanan,Tunai,
2023-12-17,Pembayaran Belanja,155599.0,Pengeluaran,Belanja,Kartu Kredit,
2023-12-16,Pembayaran Kesehatan,441456.0,Pengeluaran,Kesehatan,Kartu Kredit,
2023-12-16,Pembayaran Kesehatan,441456.0,Pengeluaran,Kesehatan,Kartu Kredit,
2023-12-15,Pembayaran Lainnya,256787.0,Pengeluaran,Lainnya,Debit,
2023-12-15,Pembayaran Lainnya,256787.0,Pengeluaran,Lainnya,Debit,
2023-12-15,Pembayaran Kesehatan,458764.0,Pengeluaran,Kesehatan,Kartu Kredit,
2023-12-15,Pembayaran Kesehatan,458764.0,Pengeluaran,Kesehatan,Kartu Kredit,
2023-12-14,Pembayaran Hiburan,269144.0,Pengeluaran,Hiburan,Debit,
2023-12-14,Pembayaran Lainnya,25874.0,Pengeluaran,Lainnya,Tunai,
2023-12-14,Pembayaran Belanja,25837.0,Pengeluaran,Belanja,Transfer Bank,
2023-12-14,Pembayaran Belanja,25837.0,Pengeluaran,Belanja,Transfer Bank,
2023-12-14,Pembayaran Hiburan,269144.0,Pengeluaran,Hiburan,Debit,
2023-12-14,Pembayaran Lainnya,25874.0,Pengeluaran,Lainnya,Tunai,
2023-12-13,Pembayaran Transportasi,136564.0,Pengeluaran,Transportasi,E-Wallet,
2023-12-13,Pembayaran Hiburan,62423.0,Pengeluaran,Hiburan,Debit,
2023-12-13,Pembayaran Belanja,427897.0,Pengeluaran,Belanja,Transfer Bank,
2023-12-13,Pembayaran Belanja,427897.0,Pengeluaran,Belanja,Transfer Bank,
2023-12-13,Pembayaran Hiburan,62423.0,Pengeluaran,Hiburan,Debit,
2023-12-13,Pembayaran Transportasi,136564.0,Pengeluaran,Transportasi,E-Wallet,
2023-12-12,Pembayaran Belanja,221333.0,Pengeluaran,Belanja,Debit,
2023-12-12,Pembayaran Lainnya,325216.0,Pengeluaran,Lainnya,Transfer Bank,
2023-12-12,Pembayaran Transportasi,132523.0,Pengeluaran,Transportasi,Debit,
2023-12-12,Pembayaran Belanja,221333.0,Pengeluaran,Belanja,Debit,
2023-12-12,Pembayaran Lainnya,325216.0,Pengeluaran,Lainnya,Transfer Bank,
2023-12-12,Pembayaran Transportasi,132523.0,Pengeluaran,Transportasi,Debit,
2023-12-11,Pembayaran Kesehatan,406983.0,Pengeluaran,Kesehatan,Tunai,
2023-12-11,Pembayaran Kesehatan,23375.0,Pengeluaran,Kesehatan,Kartu Kredit,
2023-12-11,Pembayaran Kesehatan,23375.0,Pengeluaran,Kesehatan,Kartu Kredit,
2023-12-11,Pembayaran Kesehatan,406983.0,Pengeluaran,Kesehatan,Tunai,
2023-12-10,Pembayaran Makanan,476049.0,Pengeluaran,Makanan,E-Wallet,
2023-12-10,Pembayaran Kesehatan,369970.0,Pengeluaran,Kesehatan,Kartu Kredit,
2023-12-10,Pembayaran Makanan,476049.0,Pengeluaran,Makanan,E-Wallet,
2023-12-10,Pembayaran Kesehatan,369970.0,Pengeluaran,Kesehatan,Kartu Kredit,
2023-12-10,Pembayaran Belanja,217707.0,Pengeluaran,Belanja,Tunai,
2023-12-10,Pembayaran Belanja,217707.0,Pengeluaran,Belanja,Tunai,
2023-12-08,Pembayaran Hiburan,251674.0,Pengeluaran,Hiburan,Kartu Kredit,
2023-12-08,Pembayaran Transportasi,180053.0,Pengeluaran,Transportasi,Kartu Kredit,
2023-12-08,Pembayaran Transportasi,180053.0,Pengeluaran,Transportasi,Kartu Kredit,
2023-12-08,Pembayaran Hiburan,251674.0,Pengeluaran,Hiburan,Kartu Kredit,
2023-12-07,Pembayaran Hiburan,481179.0,Pengeluaran,Hiburan,Tunai,
2023-12-07,Pembayaran Hiburan,335496.0,Pengeluaran,Hiburan,Tunai,
2023-12-07,Pembayaran Hiburan,481179.0,Pengeluaran,Hiburan,Tunai,
2023-12-07,Pembayaran Hiburan,335496.0,Pengeluaran,Hiburan,Tunai,
2023-12-02,Pembayaran Transportasi,239829.0,Pengeluaran,Transportasi,E-Wallet,
2023-12-02,Pembayaran Lainnya,223330.0,Pengeluaran,Lainnya,Kartu Kredit,
2023-12-02,Pembayaran Transportasi,239829.0,Pengeluaran,Transportasi,E-Wallet,
2023-12-02,Pembayaran Lainnya,223330.0,Pengeluaran,Lainnya,Kartu Kredit,
2023-12-01,Gaji Bulanan,7000000.0,Pendapatan,Gaji,Transfer Bank,
2023-12-01,Gaji Bulanan,7000000.0,Pendapatan,Gaji,Transfer Bank,
2023-11-30,Pembayaran Hiburan,377062.0,Pengeluaran,Hiburan,Debit,
2023-11-30,Pembayaran Hiburan,140404.0,Pengeluaran,Hiburan,E-Wallet,
2023-11-30,Pembayaran Belanja,335957.0,Pengeluaran,Belanja,Transfer Bank,
2023-11-30,Pembayaran Hiburan,140404.0,Pengeluaran,Hiburan,E-Wallet,
2023-11-30,Pembayaran Hiburan,377062.0,Pengeluaran,Hiburan,Debit,
2023-11-30,Pembayaran Belanja,335957.0,Pengeluaran,Belanja,Transfer Bank,
2023-11-29,Pembayaran Transportasi,392123.0,Pengeluaran,Transportasi,Transfer Bank,
2023-11-29,Pembayaran Transportasi,392123.0,Pengeluaran,Transportasi,Transfer Bank,
2023-11-28,Pembayaran Hiburan,205026.0,Pengeluaran,Hiburan,Kartu Kredit,
2023-11-28,Pembayaran Kesehatan,144237.0,Pengeluaran,Kesehatan,Kartu Kredit,
2023-11-28,Pembayaran Kesehatan,144237.0,Pengeluaran,Kesehatan,Kartu Kredit,
2023-11-28,Pembayaran Hiburan,205026.0,Pengeluaran,Hiburan,Kartu Kredit,
2023-11-27,Pembayaran Makanan,257961.0,Pengeluaran,Makanan,Kartu Kredit,
2023-11-27,Pembayaran Belanja,261442.0,Pengeluaran,Belanja,Kartu Kredit,
2023-11-27,Pembayaran Hiburan,379079.0,Pengeluaran,Hiburan,Transfer Bank,
2023-11-27,Pembayaran Makanan,257961.0,Pengeluaran,Makanan,Kartu Kredit,
2023-11-27,Pembayaran Belanja,261442.0,Pengeluaran,Belanja,Kartu Kredit,
2023-11-27,Pembayaran Hiburan,379079.0,Pengeluaran,Hiburan,Transfer Bank,
2023-11-24,Pembayaran Lainnya,187840.0,Pengeluaran,Lainnya,Transfer Bank,
2023-11-24,Pembayaran Transportasi,255289.0,Pengeluaran,Transportasi,Debit,
2023-11-24,Pembayaran Kesehatan,182634.0,Pengeluaran,Kesehatan,Transfer Bank,
2023-11-24,Pembayaran Kesehatan,182634.0,Pengeluaran,Kesehatan,Transfer Bank,
2023-11-24,Pembayaran Transportasi,255289.0,Pengeluaran,Transportasi,Debit,
2023-11-24,Pembayaran Lainnya,187840.0,Pengeluaran,Lainnya,Transfer Bank,
2023-11-23,Pembayaran Lainnya,254739.0,Pengeluaran,Lainnya,Kartu Kredit,
2023-11-23,Pembayaran Belanja,97661.0,Pengeluaran,Belanja,Transfer Bank,
2023-11-23,Pembayaran Lainnya,295183.0,Pengeluaran,Lainnya,Transfer Bank,
2023-11-23,Pembayaran Belanja,97661.0,Pengeluaran,Belanja,Transfer Bank,
2023-11-23,Pembayaran Lainnya,254739.0,Pengeluaran,Lainnya,Kartu Kredit,
2023-11-23,Pembayaran Lainnya,295183.0,Pengeluaran,Lainnya,Transfer Bank,
2023-11-22,Pembayaran Kesehatan,80008.0,Pengeluaran,Kesehatan,Transfer Bank,
2023-11-22,Pembayaran Kesehatan,228742.0,Pengeluaran,Kesehatan,E-Wallet,
2023-11-22,Pembayaran Kesehatan,80008.0,Pengeluaran,Kesehatan,Transfer Bank,
2023-11-22,Pembayaran Kesehatan,228742.0,Pengeluaran,Kesehatan,E-Wallet,
2023-11-19,Pembayaran Kesehatan,256262.0,Pengeluaran,Kesehatan,Tunai,
2023-11-19,Pembayaran Transportasi,20039.0,Pengeluaran,Transportasi,E-Wallet,
2023-11-19,Pembayaran Makanan,256494.0,Pengeluaran,Makanan,Transfer Bank,
2023-11-19,Pembayaran Makanan,256494.0,Pengeluaran,Makanan,Transfer Bank,
2023-11-19,Pembayaran Kesehatan,256262.0,Pengeluaran,Kesehatan,Tunai,
2023-11-19,Pembayaran Transportasi,20039.0,Pengeluaran,Transportasi,E-Wallet,
2023-11-18,Pembayaran Makanan,113760.0,Pengeluaran,Makanan,Kartu Kredit,
2023-11-18,Pembayaran Transportasi,287214.0,Pengeluaran,Transportasi,E-Wallet,
2023-11-18,Pembayaran Kesehatan,278092.0,Pengeluaran,Kesehatan,E-Wallet,
2023-11-18,Pembayaran Transportasi,287214.0,Pengeluaran,Transportasi,E-Wallet,
2023-11-18,Pembayaran Kesehatan,278092.0,Pengeluaran,Kesehatan,E-Wallet,
2023-11-18,Pembayaran Makanan,113760.0,Pengeluaran,Makanan,Kartu Kredit,
2023-11-17,Pembayaran Kesehatan,281381.0,Pengeluaran,Kesehatan,Tunai,
2023-11-17,Pembayaran Makanan,205665.0,Pengeluaran,Makanan,Debit,
2023-11-17,Pembayaran Kesehatan,281381.0,Pengeluaran,Kesehatan,Tunai,
2023-11-17,Pembayaran Makanan,205665.0,Pengeluaran,Makanan,Debit,
2023-11-15,Pembayaran Kesehatan,183918.0,Pengeluaran,Kesehatan,E-Wallet,
2023-11-15,Pembayaran Transportasi,407742.0,Pengeluaran,Transportasi,Tunai,
2023-11-15,Pembayaran Belanja,152537.0,Pengeluaran,Belanja,Transfer Bank,
2023-11-15,Pembayaran Belanja,152537.0,Pengeluaran,Belanja,Transfer Bank,
2023-11-15,Pembayaran Transportasi,407742.0,Pengeluaran,Transportasi,Tunai,
2023-11-15,Pembayaran Kesehatan,183918.0,Pengeluaran,Kesehatan,E-Wallet,
2023-11-13,Pembayaran Kesehatan,66097.0,Pengeluaran,Kesehatan,Tunai,
2023-11-13,Pembayaran Transportasi,93361.0,Pengeluaran,Transportasi,Debit,
2023-11-13,Pembayaran Hiburan,124690.0,Pengeluaran,Hiburan,E-Wallet,
2023-11-13,Pembayaran Kesehatan,66097.0,Pengeluaran,Kesehatan,Tunai,
2023-11-13,Pembayaran Transportasi,93361.0,Pengeluaran,Transportasi,Debit,
2023-11-13,Pembayaran Hiburan,124690.0,Pengeluaran,Hiburan,E-Wallet,
2023-11-12,Pembayaran Makanan,351001.0,Pengeluaran,Makanan,Kartu Kredit,
2023-11-12,Pembayaran Transportasi,248440.0,Pengeluaran,Transportasi,E-Wallet,
2023-11-12,Pembayaran Transportasi,248440.0,Pengeluaran,Transportasi,E-Wallet,
2023-11-12,Pembayaran Makanan,351001.0,Pengeluaran,Makanan,Kartu Kredit,
2023-11-11,Pembayaran Kesehatan,439759.0,Pengeluaran,Kesehatan,Debit,
2023-11-11,Pembayaran Transportasi,209786.0,Pengeluaran,Transportasi,Debit,
2023-11-11,Pembayaran Lainnya,255161.0,Pengeluaran,Lainnya,Kartu Kredit,
2023-11-11,Pembayaran Lainnya,255161.0,Pengeluaran,Lainnya,Kartu Kredit,
2023-11-11,Pembayaran Transportasi,209786.0,Pengeluaran,Transportasi,Debit,
2023-11-11,Pembayaran Kesehatan,439759.0,Pengeluaran,Kesehatan,Debit,
2023-11-09,Pembayaran Makanan,147734.0,Pengeluaran,Makanan,Debit,
2023-11-09,Pembayaran Makanan,147734.0,Pengeluaran,Makanan,Debit,
2023-11-07,Pembayaran Hiburan,206862.0,Pengeluaran,Hiburan,Debit,
2023-11-07,Pembayaran Transportasi,203510.0,Pengeluaran,Transportasi,Transfer Bank,
2023-11-07,Pembayaran Hiburan,206862.0,Pengeluaran,Hiburan,Debit,
2023-11-07,Pembayaran Transportasi,203510.0,Pengeluaran,Transportasi,Transfer Bank,
2023-11-05,Pembayaran Transportasi,486404.0,Pengeluaran,Transportasi,Transfer Bank,
2023-11-05,Pembayaran Transportasi,422445.0,Pengeluaran,Transportasi,Kartu Kredit,
2023-11-05,Pembayaran Transportasi,486404.0,Pengeluaran,Transportasi,Transfer Bank,
2023-11-05,Pembayaran Transportasi,422445.0,Pengeluaran,Transportasi,Kartu Kredit,
2023-11-04,Pembayaran Lainnya,456254.0,Pengeluaran,Lainnya,Kartu Kredit,
2023-11-04,Pembayaran Hiburan,470679.0,Pengeluaran,Hiburan,Kartu Kredit,
2023-11-04,Pembayaran Transportasi,499958.0,Pengeluaran,Transportasi,Tunai,
2023-11-04,Pembayaran Hiburan,470679.0,Pengeluaran,Hiburan,Kartu Kredit,
2023-11-04,Pembayaran Lainnya,456254.0,Pengeluaran,Lainnya,Kartu Kredit,
2023-11-04,Pembayaran Transportasi,499958.0,Pengeluaran,Transportasi,Tunai,
2023-11-02,Pembayaran Belanja,49648.0,Pengeluaran,Belanja,Kartu Kredit,
2023-11-02,Pembayaran Kesehatan,355508.0,Pengeluaran,Kesehatan,Kartu Kredit,
2023-11-02,Pembayaran Lainnya,384661.0,Pengeluaran,Lainnya,Debit,
2023-11-02,Pembayaran Belanja,49648.0,Pengeluaran,Belanja,Kartu Kredit,
2023-11-02,Pembayaran Kesehatan,355508.0,Pengeluaran,Kesehatan,Kartu Kredit,
2023-11-02,Pembayaran Lainnya,384661.0,Pengeluaran,Lainnya,Debit,
2023-11-01,Pembayaran Lainnya,464734.0,Pengeluaran,Lainnya,E-Wallet,
2023-11-01,Gaji Bulanan,7000000.0,Pendapatan,Gaji,Transfer Bank,
2023-11-01,Gaji Bulanan,7000000.0,Pendapatan,Gaji,Transfer Bank,
2023-11-01,Pembayaran Lainnya,464734.0,Pengeluaran,Lainnya,E-Wallet,
2023-10-31,Pembayaran Kesehatan,400745.0,Pengeluaran,Kesehatan,Debit,
2023-10-31,Pembayaran Makanan,36398.0,Pengeluaran,Makanan,Kartu Kredit,
2023-10-31,Pembayaran Lainnya,464620.0,Pengeluaran,Lainnya,E-Wallet,
2023-10-31,Pembayaran Lainnya,464620.0,Pengeluaran,Lainnya,E-Wallet,
2023-10-31,Pembayaran Makanan,36398.0,Pengeluaran,Makanan,Kartu Kredit,
2023-10-31,Pembayaran Kesehatan,400745.0,Pengeluaran,Kesehatan,Debit,
2023-10-30,Pembayaran Belanja,78920.0,Pengeluaran,Belanja,Kartu Kredit,
2023-10-30,Pembayaran Hiburan,47010.0,Pengeluaran,Hiburan,E-Wallet,
2023-10-30,Pembayaran Transportasi,387018.0,Pengeluaran,Transportasi,E-Wallet,
2023-10-30,Pembayaran Hiburan,47010.0,Pengeluaran,Hiburan,E-Wallet,
2023-10-30,Pembayaran Belanja,78920.0,Pengeluaran,Belanja,Kartu Kredit,
2023-10-30,Pembayaran Transportasi,387018.0,Pengeluaran,Transportasi,E-Wallet,
2023-10-29,Pembayaran Hiburan,98425.0,Pengeluaran,Hiburan,Tunai,
2023-10-29,Pembayaran Belanja,116445.0,Pengeluaran,Belanja,Tunai,
2023-10-29,Pembayaran Lainnya,188951.0,Pengeluaran,Lainnya,Debit,
2023-10-29,Pembayaran Belanja,116445.0,Pengeluaran,Belanja,Tunai,
2023-10-29,Pembayaran Lainnya,188951.0,Pengeluaran,Lainnya,Debit,
2023-10-29,Pembayaran Hiburan,98425.0,Pengeluaran,Hiburan,Tunai,
2023-10-28,Pembayaran Belanja,468090.0,Pengeluaran,Belanja,Debit,
2023-10-28,Pembayaran Lainnya,229210.0,Pengeluaran,Lainnya,Tunai,
2023-10-28,Pembayaran Lainnya,229210.0,Pengeluaran,Lainnya,Tunai,
2023-10-28,Pembayaran Belanja,468090.0,Pengeluaran,Belanja,Debit,
2023-10-27,Pembayaran Hiburan,332121.0,Pengeluaran,Hiburan,Transfer Bank,
2023-10-27,Pembayaran Makanan,265089.0,Pengeluaran,Makanan,Transfer Bank,
2023-10-27,Pembayaran Makanan,447166.0,Pengeluaran,Makanan,Debit,
2023-10-27,Pembayaran Makanan,447166.0,Pengeluaran,Makanan,Debit,
2023-10-27,Pembayaran Makanan,265089.0,Pengeluaran,Makanan,Transfer Bank,
2023-10-27,Pembayaran Hiburan,332121.0,Pengeluaran,Hiburan,Transfer Bank,
2023-10-25,Pembayaran Kesehatan,492107.0,Pengeluaran,Kesehatan,Tunai,
2023-10-25,Pembayaran Belanja,250001.0,Pengeluaran,Belanja,Tunai,
2023-10-25,Pembayaran Kesehatan,492107.0,Pengeluaran,Kesehatan,Tunai,
2023-10-25,Pembayaran Belanja,250001.0,Pengeluaran,Belanja,Tunai,
2023-10-24,Pembayaran Transportasi,352365.0,Pengeluaran,Transportasi,Kartu Kredit,
2023-10-24,Pembayaran Lainnya,45860.0,Pengeluaran,Lainnya,Kartu Kredit,
2023-10-24,Pembayaran Transportasi,352365.0,Pengeluaran,Transportasi,Kartu Kredit,
2023-10-24,Pembayaran Lainnya,45860.0,Pengeluaran,Lainnya,Kartu Kredit,
2023-10-23,Pembayaran Transportasi,333821.0,Pengeluaran,Transportasi,Tunai,
2023-10-23,Pembayaran Transportasi,333821.0,Pengeluaran,Transportasi,Tunai,
2023-10-22,Pembayaran Makanan,124583.0,Pengeluaran,Makanan,E-Wallet,
2023-10-22,Pembayaran Kesehatan,485230.0,Pengeluaran,Kesehatan,Transfer Bank,
2023-10-22,Pembayaran Makanan,124583.0,Pengeluaran,Makanan,E-Wallet,
2023-10-22,Pembayaran Kesehatan,485230.0,Pengeluaran,Kesehatan,Transfer Bank,
2023-10-21,Pembayaran Makanan,300188.0,Pengeluaran,Makanan,Kartu Kredit,
2023-10-21,Pembayaran Lainnya,220585.0,Pengeluaran,Lainnya,Kartu Kredit,
2023-10-21,Pembayaran Makanan,300188.0,Pengeluaran,Makanan,Kartu Kredit,
2023-10-21,Pembayaran Lainnya,220585.0,Pengeluaran,Lainnya,Kartu Kredit,
2023-10-20,Pembayaran Lainnya,270418.0,Pengeluaran,Lainnya,Debit,
2023-10-20,Pembayaran Makanan,343541.0,Pengeluaran,Makanan,Debit,
2023-10-20,Pembayaran Makanan,343541.0,Pengeluaran,Makanan,Debit,
2023-10-20,Pembayaran Lainnya,270418.0,Pengeluaran,Lainnya,Debit,
2023-10-19,Pembayaran Belanja,168458.0,Pengeluaran,Belanja,Tunai,
2023-10-19,Pembayaran Kesehatan,144446.0,Pengeluaran,Kesehatan,E-Wallet,
2023-10-19,Pembayaran Belanja,168458.0,Pengeluaran,Belanja,Tunai,
2023-10-19,Pembayaran Kesehatan,144446.0,Pengeluaran,Kesehatan,E-Wallet,
2023-10-17,Pembayaran Belanja,367671.0,Pengeluaran,Belanja,Transfer Bank,
2023-10-17,Pembayaran Belanja,367671.0,Pengeluaran,Belanja,Transfer Bank,
2023-10-16,Pembayaran Makanan,113053.0,Pengeluaran,Makanan,Debit,
2023-10-16,Pembayaran Makanan,113053.0,Pengeluaran,Makanan,Debit,
2023-10-15,Pembayaran Hiburan,109967.0,Pengeluaran,Hiburan,Kartu Kredit,
2023-10-15,Pembayaran Makanan,206708.0,Pengeluaran,Makanan,E-Wallet,
2023-10-15,Pembayaran Belanja,89835.0,Pengeluaran,Belanja,Transfer Bank,
2023-10-15,Pembayaran Hiburan,109967.0,Pengeluaran,Hiburan,Kartu Kredit,
2023-10-15,Pembayaran Makanan,206708.0,Pengeluaran,Makanan,E-Wallet,
2023-10-15,Pembayaran Belanja,89835.0,Pengeluaran,Belanja,Transfer Bank,
2023-10-14,Pembayaran Transportasi,24645.0,Pengeluaran,Transportasi,E-Wallet,
2023-10-14,Pembayaran Kesehatan,186652.0,Pengeluaran,Kesehatan,Transfer Bank,
2023-10-14,Pembayaran Transportasi,24645.0,Pengeluaran,Transportasi,E-Wallet,
2023-10-14,Pembayaran Kesehatan,186652.0,Pengeluaran,Kesehatan,Transfer Bank,
2023-10-13,Pembayaran Transportasi,234296.0,Pengeluaran,Transportasi,E-Wallet,
2023-10-13,Pembayaran Lainnya,230671.0,Pengeluaran,Lainnya,Kartu Kredit,
2023-10-13,Pembayaran Lainnya,211188.0,Pengeluaran,Lainnya,Transfer Bank,
2023-10-13,Pembayaran Transportasi,234296.0,Pengeluaran,Transportasi,E-Wallet,
2023-10-13,Pembayaran Lainnya,230671.0,Pengeluaran,Lainnya,Kartu Kredit,
2023-10-13,Pembayaran Lainnya,211188.0,Pengeluaran,Lainnya,Transfer Bank,
2023-10-12,Bonus Kinerja,755524.0,Pendapatan,Bonus,Transfer Bank,
2023-10-12,Pembayaran Belanja,279818.0,Pengeluaran,Belanja,Kartu Kredit,
2023-10-12,Pembayaran Kesehatan,14986.0,Pengeluaran,Kesehatan,Transfer Bank,
2023-10-12,Bonus Kinerja,755524.0,Pendapatan,Bonus,Transfer Bank,
2023-10-12,Pembayaran Kesehatan,14986.0,Pengeluaran,Kesehatan,Transfer Bank,
2023-10-12,Pembayaran Belanja,279818.0,Pengeluaran,Belanja,Kartu Kredit,
2023-10-08,Pembayaran Kesehatan,325196.0,Pengeluaran,Kesehatan,Debit,
2023-10-08,Pembayaran Belanja,429033.0,Pengeluaran,Belanja,Debit,
2023-10-08,Pembayaran Makanan,280079.0,Pengeluaran,Makanan,E-Wallet,
2023-10-08,Pembayaran Belanja,429033.0,Pengeluaran,Belanja,Debit,
2023-10-08,Pembayaran Makanan,280079.0,Pengeluaran,Makanan,E-Wallet,
2023-10-08,Pembayaran Kesehatan,325196.0,Pengeluaran,Kesehatan,Debit,
2023-10-05,Pembayaran Lainnya,122909.0,Pengeluaran,Lainnya,Kartu Kredit,
2023-10-05,Pembayaran Transportasi,391222.0,Pengeluaran,Transportasi,Debit,
2023-10-05,Pembayaran Transportasi,391222.0,Pengeluaran,Transportasi,Debit,
2023-10-05,Pembayaran Lainnya,122909.0,Pengeluaran,Lainnya,Kartu Kredit,
2023-10-05,Pembayaran Hiburan,360815.0,Pengeluaran,Hiburan,Transfer Bank,
2023-10-05,Pembayaran Hiburan,360815.0,Pengeluaran,Hiburan,Transfer Bank,
2023-10-03,Pembayaran Transportasi,376450.0,Pengeluaran,Transportasi,E-Wallet,
2023-10-03,Pembayaran Makanan,487341.0,Pengeluaran,Makanan,Debit,
2023-10-03,Pembayaran Transportasi,376450.0,Pengeluaran,Transportasi,E-Wallet,
2023-10-03,Pembayaran Makanan,487341.0,Pengeluaran,Makanan,Debit,
2023-10-01,Pembayaran Hiburan,134751.0,Pengeluaran,Hiburan,Debit,
2023-10-01,Pembayaran Belanja,88258.0,Pengeluaran,Belanja,E-Wallet,
2023-10-01,Gaji Bulanan,7000000.0,Pendapatan,Gaji,Transfer Bank,
2023-10-01,Pembayaran Hiburan,134751.0,Pengeluaran,Hiburan,Debit,
2023-10-01,Pembayaran Belanja,88258.0,Pengeluaran,Belanja,E-Wallet,
2023-10-01,Gaji Bulanan,7000000.0,Pendapatan,Gaji,Transfer Bank,
2023-09-26,Pembayaran Hiburan,151088.0,Pengeluaran,Hiburan,E-Wallet,
2023-09-26,Pembayaran Hiburan,151088.0,Pengeluaran,Hiburan,E-Wallet,
2023-09-25,Pembayaran Makanan,134354.0,Pengeluaran,Makanan,Kartu Kredit,
2023-09-25,Pembayaran Hiburan,274978.0,Pengeluaran,Hiburan,Tunai,
2023-09-25,Pembayaran Lainnya,302058.0,Pengeluaran,Lainnya,E-Wallet,
2023-09-25,Pembayaran Makanan,134354.0,Pengeluaran,Makanan,Kartu Kredit,
2023-09-25,Pembayaran Hiburan,274978.0,Pengeluaran,Hiburan,Tunai,
2023-09-25,Pembayaran Lainnya,302058.0,Pengeluaran,Lainnya,E-Wallet,
2023-09-24,Pembayaran Kesehatan,205104.0,Pengeluaran,Kesehatan,Transfer Bank,
2023-09-24,Pembayaran Lainnya,437237.0,Pengeluaran,Lainnya,E-Wallet,
2023-09-24,Pembayaran Kesehatan,205104.0,Pengeluaran,Kesehatan,Transfer Bank,
2023-09-24,Pembayaran Lainnya,437237.0,Pengeluaran,Lainnya,E-Wallet,
